geoidentifikator,name_1,name_2,localtype,znacaj,matbro,editdate,adresa,geometry
SRBRGI8100201,Кљајићево,Kljajićevo,"8104","2","80381",2021/01/21 09:58:26+01,,POINT(365753.67640000023 5069414.835899999)
SRBRGI8100202,Апатин,Apatin,"8104","2","80047",2021/01/21 09:58:26+01,,POINT(342077.35869999975 5060027.9366)
SRBRGI8100203,Апатин фабрика,Apatin fabrika,"8104","2","80047",2021/01/21 09:58:26+01,,POINT(342842.08389999997 5057851.3081)
SRBRGI8100204,Сонта,Sonta,"8104","2","80047",2021/01/21 09:58:26+01,,POINT(352640.4327999996 5051292.1401)
SRBRGI8100205,Пригревица,Prigrevica,"8104","2","80047",2021/01/21 09:58:26+01,,POINT(351800.0466 5059852.997199999)
SRBRGI8100206,Богојево село,Bogojevo selo,"8105","1","80306",2021/01/21 09:58:26+01,,POINT(354594.66420000046 5043868.386700001)
SRBRGI8100207,Богојево Дунав,Bogojevo Dunav,"8104","2","80306",2021/01/21 09:58:26+01,,POINT(350729.54569999967 5043144.5485)
SRBRGI8100208,Каравуково,Karavukovo,"8104","2","80306",2021/01/21 09:58:26+01,,POINT(359934.74990000017 5040492.2239)
SRBRGI8100209,Оџаци Калварија,Odžaci Kalvarija,"8105","1","80306",2021/01/21 09:58:26+01,,POINT(363845.5554999998 5041302.4132)
SRBRGI8100210,Ратково,Ratkovo,"8104","2","80306",2021/01/21 09:58:26+01,,POINT(369170.39520000014 5034108.184)
SRBRGI8100211,Стара Паланка,Stara Palanka,"8104","2","80063",2021/01/21 09:58:26+01,,POINT(374143.3679999998 5013075.1143)
SRBRGI8100212,Ветерник,Veternik,"8105","1","80284",2021/01/21 09:58:26+01,,POINT(402707.38719999976 5013061.0459)
SRBRGI8100213,Сајлово,Sajlovo,"8104","2","80284",2021/01/21 09:58:26+01,,POINT(405372.9007000001 5015067.992900001)
SRBRGI8100214,Кисач,Kisač,"8104","2","80284",2021/01/21 09:58:26+01,,POINT(400801.95380000025 5023744.6953)
SRBRGI8100215,Нови Сад,Novi Sad,"8104","2","80284",2021/01/21 09:58:26+01,,POINT(408198.51020000037 5013177.6504)
SRBRGI8100216,Нови Сад ранжирна,Novi Sad ranžirna,"8104","2","80284",2021/01/21 09:58:26+01,,POINT(406902.6556000002 5013780.892999999)
SRBRGI8100217,Петроварадин,Petrovaradin,"8104","2","80284",2021/01/21 09:58:26+01,,POINT(412724.53139999975 5010334.4189)
SRBRGI8100218,Пријепоље,Prijepolje,"8104","2","70980",2021/01/21 09:58:26+01,,POINT(389853.3662999999 4805359.802100001)
SRBRGI8100219,Пријепоље теретна,Prijepolje teretna,"8104","2","70980",2021/01/21 09:58:26+01,,POINT(389281.96559999976 4802428.5987)
SRBRGI8100220,Велика Жупа,Velika Župa,"8105","1","70980",2021/01/21 09:58:26+01,,POINT(390371.0098000001 4798535.615599999)
SRBRGI8100221,Драгачево,Dragačevo,"8104","2","70742",2021/01/21 09:58:26+01,,POINT(428828.9916000003 4858874.024599999)
SRBRGI8100222,Чачак,Čačak,"8104","2","71242",2021/01/21 09:58:26+01,,POINT(448292.3696999997 4859860.945800001)
SRBRGI8100223,Балуга,Baluga,"8105","1","71242",2021/01/21 09:58:26+01,,POINT(453378.2084999997 4856205.482799999)
SRBRGI8100224,Заблаће,Zablaće,"8104","2","71242",2021/01/21 09:58:26+01,,POINT(455612.93379999977 4854697.2831999995)
SRBRGI8100225,Адрани,Adrani,"8104","2","70653",2021/01/21 09:58:26+01,,POINT(470121.0449000001 4845870.5616)
SRBRGI8100226,Мрсаћ,Mrsać,"8105","1","70653",2021/01/21 09:58:26+01,,POINT(466981.12150000036 4846415.0689)
SRBRGI8100227,Краљево,Kraljevo,"8104","2","70653",2021/01/21 09:58:26+01,,POINT(475758.7715999996 4841720.547900001)
SRBRGI8100228,Шумарице,Šumarice,"8105","1","70653",2021/01/21 09:58:26+01,,POINT(480753.9554000003 4841482.023600001)
SRBRGI8100229,Витановац,Vitanovac,"8104","2","70653",2021/01/21 09:58:26+01,,POINT(484050.59979999997 4841624.879000001)
SRBRGI8100230,Милавчићи,Milavčići,"8105","1","70653",2021/01/21 09:58:26+01,,POINT(484346.44859999977 4845318.3577)
SRBRGI8100231,Витковац,Vitkovac,"8104","2","70653",2021/01/21 09:58:26+01,,POINT(483139.6074000001 4848740.0847)
SRBRGI8100232,Томића брдо,Tomića brdo,"8105","1","70599",2021/01/21 09:58:26+01,,POINT(482679.45710000023 4850934.081599999)
SRBRGI8100233,Гружа,Gruža,"8104","2","70599",2021/01/21 09:58:26+01,,POINT(481349.4656999996 4859946.1197)
SRBRGI8100234,Вучковица,Vučkovica,"8105","1","70645",2021/01/21 09:58:26+01,,POINT(484795.3633000003 4867723.510600001)
SRBRGI8100235,Драгобраћа,Dragobraća,"8104","2","70645",2021/01/21 09:58:26+01,,POINT(485582.9896 4868910.151000001)
SRBRGI8100236,Грошница,Grošnica,"8104","2","70645",2021/01/21 09:58:26+01,,POINT(490338.49899999984 4871437.073799999)
SRBRGI8100237,Милатовац,Milatovac,"8105","1","70076",2021/01/21 09:58:26+01,,POINT(498573.3585999999 4881999.9077)
SRBRGI8100238,Цветојевац,Cvetojevac,"8105","1","70645",2021/01/21 09:58:26+01,,POINT(498886.9327999996 4879742.4782)
SRBRGI8100239,Бадњевац,Badnjevac,"8104","2","70076",2021/01/21 09:58:26+01,,POINT(498386.97670000046 4886286.9121)
SRBRGI8100240,Градац,Gradac,"8105","1","70076",2021/01/21 09:58:26+01,,POINT(501729.43680000026 4888157.4373)
SRBRGI8100241,Баточина,Batočina,"8104","2","70076",2021/01/21 09:58:26+01,,POINT(506014.03720000014 4889157.5231)
SRBRGI8100242,Милошево,Miloševo,"8105","1","71048",2021/01/21 09:58:26+01,,POINT(512905.3048999999 4883735.0359000005)
SRBRGI8100243,Деспотовац,Despotovac,"8104","2","70491",2021/01/21 09:58:26+01,,POINT(533730.8563000001 4882539.7689)
SRBRGI8100244,Кленовик село,Klenovik selo,"8105","1","71340",2021/01/21 09:58:26+01,,POINT(514044.21279999986 4948967.4778)
SRBRGI8100245,Баре – Касидол,Bare – Kasidol,"8105","1","70947",2021/01/21 09:58:26+01,,POINT(523752.1146 4945159.654200001)
SRBRGI8100246,Мајиловац,Majilovac,"8105","1","70394",2021/01/21 09:58:26+01,,POINT(527045.4611999998 4947517.499399999)
SRBRGI8100247,Сираково,Sirakovo,"8104","2","70394",2021/01/21 09:58:26+01,,POINT(528372.3457000004 4945751.502)
SRBRGI8100248,Љубиње,Ljubinje,"8104","2","70394",2021/01/21 09:58:26+01,,POINT(533846.8658999996 4941624.138900001)
SRBRGI8100249,Чешљева Бара,Češljeva Bara,"8105","1","70394",2021/01/21 09:58:26+01,,POINT(538834.8411999997 4941320.7158)
SRBRGI8100250,Мустапић,Mustapić,"8105","1","70696",2021/01/21 09:58:26+01,,POINT(543836.3454999998 4933440.488)
SRBRGI8100251,Мишљеновац,Mišljenovac,"8105","1","70696",2021/01/21 09:58:26+01,,POINT(545691.2641000003 4932026.0067)
SRBRGI8100252,Кучевска Турија,Kučevska Turija,"8105","1","70696",2021/01/21 09:58:26+01,,POINT(550790.1727999998 4929942.399499999)
SRBRGI8100253,Кучево,Kučevo,"8104","2","70696",2021/01/21 09:58:26+01,,POINT(553703.8348000003 4924563.9826)
SRBRGI8100254,Нересница,Neresnica,"8105","1","70696",2021/01/21 09:58:26+01,,POINT(557156.1017000005 4921955.7151999995)
SRBRGI8100255,Волуја,Voluja,"8105","1","70696",2021/01/21 09:58:26+01,,POINT(561918.9347000001 4925887.113)
SRBRGI8100256,Бродица,Brodica,"8104","2","70696",2021/01/21 09:58:26+01,,POINT(565328.1146 4925965.872099999)
SRBRGI8100257,Босиљковац,Bosiljkovac,"8105","1","70696",2021/01/21 09:58:26+01,,POINT(566936.1074000001 4923226.5331999995)
SRBRGI8100258,Благојев Камен,Blagojev Kamen,"8105","1","70696",2021/01/21 09:58:26+01,,POINT(567978.0670999996 4920452.768100001)
SRBRGI8100259,Дебели Луг,Debeli Lug,"8105","1","70785",2021/01/21 09:58:26+01,,POINT(572424.7735000001 4912890.496099999)
SRBRGI8100260,Лесково,Leskovo,"8104","2","70785",2021/01/21 09:58:26+01,,POINT(575081.0102000004 4907634.1578)
SRBRGI8100261,Јасиково,Jasikovo,"8105","1","70785",2021/01/21 09:58:26+01,,POINT(576293.2887000004 4903979.975099999)
SRBRGI8100262,Влаоле село,Vlaole selo,"8105","1","70785",2021/01/21 09:58:26+01,,POINT(578279.3789999997 4902379.2456)
SRBRGI8100263,Горњане,Gornjane,"8105","1","70785",2021/01/21 09:58:26+01,,POINT(581139.9419 4898203.2684)
SRBRGI8100264,Шушулајка,Šušulajka,"8105","1","70327",2021/01/21 09:58:26+01,,POINT(581503.0703999996 4896306.1075)
SRBRGI8100265,Кривељски мост,Kriveljski most,"8105","1","70327",2021/01/21 09:58:26+01,,POINT(581399.3194000004 4890977.7533)
SRBRGI8100266,Кривељски поток,Kriveljski potok,"8105","1","70327",2021/01/21 09:58:26+01,,POINT(583377.9989 4888117.190400001)
SRBRGI8100267,Брезоник,Brezonik,"8105","1","70327",2021/01/21 09:58:26+01,,POINT(586404.9833000004 4883676.759400001)
SRBRGI8100268,Бор теретна,Bor teretna,"8104","3","70327",2021/01/21 09:58:26+01,,POINT(590119.0307999998 4879151.0613)
SRBRGI8100269,Батајница,Batajnica,"8104","2","70157",2021/01/21 09:58:26+01,,POINT(442626.8989000004 4971880.3672)
SRBRGI8100270,Нова Пазова,Nova Pazova,"8104","2","80420",2021/01/21 09:58:26+01,,POINT(437748.3526999997 4976238.163000001)
SRBRGI8100271,Стара Пазова,Stara Pazova,"8104","2","80420",2021/01/21 09:58:26+01,,POINT(431981.4157999996 4981838.1533)
SRBRGI8100272,Путинци,Putinci,"8104","2","80357",2021/01/21 09:58:26+01,,POINT(418186.50260000024 4981224.1128)
SRBRGI8100273,Краљевци,Kraljevci,"8105","1","80357",2021/01/21 09:58:26+01,,POINT(412557.82639999967 4981747.212300001)
SRBRGI8100274,Рума,Ruma,"8104","2","80357",2021/01/21 09:58:26+01,,POINT(407495.5027999999 4982448.258199999)
SRBRGI8100275,Сремска Митровица,Sremska Mitrovica,"8104","2","80403",2021/01/21 09:58:26+01,,POINT(390702.7006999999 4981935.509299999)
SRBRGI8100276,Лаћарак,Laćarak,"8105","1","80403",2021/01/21 09:58:26+01,,POINT(386422.35720000044 4982942.5985)
SRBRGI8100277,Мартинци,Martinci,"8104","2","80403",2021/01/21 09:58:26+01,,POINT(379319.7757000001 4986419.968599999)
SRBRGI8100278,Кукујевци,Kukujevci,"8104","2","80497",2021/01/21 09:58:26+01,,POINT(369500.83139999956 4991221.104800001)
SRBRGI8100279,Бачинци,Bačinci,"8105","1","80497",2021/01/21 09:58:26+01,,POINT(365910.3027999997 4993111.883300001)
SRBRGI8100280,Гибарац,Gibarac,"8105","1","80497",2021/01/21 09:58:26+01,,POINT(363030.8158999998 4995325.3665)
SRBRGI8100281,Шид,Šid,"8104","2","80497",2021/01/21 09:58:26+01,,POINT(360060.81159999967 4997610.952299999)
SRBRGI8100282,Адашевци,Adaševci,"8105","1","80497",2021/01/21 09:58:26+01,,POINT(359218.3315000003 4993678.7754999995)
SRBRGI8100283,Моровић,Morović,"8104","2","80497",2021/01/21 09:58:26+01,,POINT(360548.20490000024 4985463.3474)
SRBRGI8100284,Сремска Рача Нова,Sremska Rača Nova,"8104","2","80403",2021/01/21 09:58:26+01,,POINT(365667.28199999966 4976254.3409)
SRBRGI8100285,Римски мост,Rimski most,"8106","3","70564",2021/01/21 09:58:26+01,,POINT(438140.98840000015 4813351.9300999995)
SRBRGI8100286,Доњи Љубеш,Donji Ljubeš,"8105","1","70025",2021/01/21 09:58:26+01,,POINT(546049.5109000001 4825254.0175)
SRBRGI8100287,Матарушка Бања,Mataruška Banja,"8104","2","70653",2021/01/21 09:58:26+01,,POINT(467742.6309000002 4838307.48)
SRBRGI8100288,Мала Крсна,Mala Krsna,"8104","2","71099",2021/01/21 09:58:26+01,,POINT(500237.7006999999 4936774.9279)
SRBRGI8100289,Јадарска Стража,Jadarska Straža,"8105","1","70734",2021/01/21 09:58:26+01,,POINT(365480.9681000002 4942648.7721)
SRBRGI8100290,Ђоров мост,Đorov most,"8106","4","71021",2021/01/21 09:58:26+01,,POINT(479221.28500000015 4800296.1862)
SRBRGI8100291,Мокра Гора,Mokra Gora,"8104","2","71145",2021/01/21 09:58:26+01,,POINT(379974.87210000027 4849943.8783)
SRBRGI8100292,Горичани,Goričani,"8105","1","71242",2021/01/21 09:58:26+01,,POINT(460960.86390000023 4849293.8409)
SRBRGI8100293,Губеревац,Guberevac,"8104","2","70599",2021/01/21 09:58:26+01,,POINT(481807.9090999998 4853992.011399999)
SRBRGI8100294,Пожега,Požega,"8104","2","70955",2021/01/21 09:58:26+01,,POINT(421918.30229999963 4854607.193299999)
SRBRGI8100295,Шарган – Витаси,Šargan – Vitasi,"8104","2","71145",2021/01/21 09:58:26+01,,POINT(382753.00260000024 4854018.469799999)
SRBRGI8100296,Кремна,Kremna,"8104","2","71145",2021/01/21 09:58:26+01,,POINT(385431.2527999999 4855784.567)
SRBRGI8100297,Трипкова,Tripkova,"8105","1","71145",2021/01/21 09:58:26+01,,POINT(398825.2653000001 4851259.0079)
SRBRGI8100298,Ристановића поље,Ristanovića polje,"8105","1","71234",2021/01/21 09:58:26+01,,POINT(399075.9145999998 4853658.0792)
SRBRGI8100299,Пријевор,Prijevor,"8104","2","71242",2021/01/21 09:58:26+01,,POINT(442385.24789999984 4861972.9388999995)
SRBRGI8100300,Врчин,Vrčin,"8104","2","70122",2021/01/21 09:58:26+01,,POINT(466846.1771999998 4946443.420499999)
SRBRGI8100301,Костолац,Kostolac,"8104","2","71340",2021/01/21 09:58:26+01,,POINT(514005.56120000035 4951028.612600001)
SRBRGI8100302,Рудник Ћириковачки,Rudnik Ćirikovački,"8105","1","71340",2021/01/21 09:58:26+01,,POINT(514239.7142000003 4947938.5908)
SRBRGI8100303,Овчар Бања,Ovčar Banja,"8104","2","71242",2021/01/21 09:58:26+01,,POINT(435169.15579999983 4861457.5211)
SRBRGI8100304,Јелен До,Jelen Do,"8105","1","70742",2021/01/21 09:58:26+01,,POINT(429446.53830000013 4860498.257200001)
SRBRGI8100305,Аеродром Костолац,Aerodrom Kostolac,"8107","2","71340",2021/01/21 09:58:26+01,,POINT(512623.8755000001 4953406.9822)
SRBRGI8100306,Ковин,Kovin,"8104","2","80225",2021/01/21 09:58:26+01,,POINT(497328.94689999986 4955490.3475)
SRBRGI8100307,Топчидер теретна,Topčider teretna,"8104","2","70211",2021/01/21 09:58:26+01,,POINT(455603.52329999954 4957597.760299999)
SRBRGI8100308,Трбушани,Trbušani,"8105","1","71242",2021/01/21 09:58:26+01,,POINT(445043.5404000003 4862108.672599999)
SRBRGI8100309,Гиље,Gilje,"8105","1","71200",2021/01/21 09:58:26+01,,POINT(525570.0799000002 4866729.078500001)
SRBRGI8100310,Аеродром Ваљево – Дивци,Aerodrom Valjevo – Divci,"8107","2","70360",2021/01/21 09:58:26+01,,POINT(421990.4006000003 4905558.2074)
SRBRGI8100311,Топчидер,Topčider,"8104","2","70254",2021/01/21 09:58:26+01,,POINT(455381.2729000002 4958417.9703)
SRBRGI8100312,Бечмен,Bečmen,"8104","2","71293",2021/01/21 09:58:26+01,,POINT(439950.7419999996 4957973.4694)
SRBRGI8100313,навоз на Тијачи,navoz na Tijači,"8111","2","70289",2021/01/21 09:58:26+01,,POINT(368243.22360000014 4957147.967700001)
SRBRGI8100314,Кленак,Klenak,"8105","1","80357",2021/01/21 09:58:26+01,,POINT(398352.8672000002 4959545.0975)
SRBRGI8100315,Трамвајски депо Сава,Tramvajski depo Sava,"8113","2","70181",2021/01/21 09:58:26+01,,POINT(453116.4349999996 4961751.7269)
SRBRGI8100316,Нови Београд,Novi Beograd,"8104","2","70181",2021/01/21 09:58:26+01,,POINT(453899.6032999996 4961704.1018)
SRBRGI8100317,Савков мост,Savkov most,"8106","4","70939",2021/01/21 09:58:26+01,,POINT(634354.2257000003 4803455.077299999)
SRBRGI8100318,Крагујевац,Kragujevac,"8104","2","70645",2021/01/21 09:58:26+01,,POINT(494150.8925999999 4872900.0997)
SRBRGI8100319,Рготина,Rgotina,"8104","2","70556",2021/01/21 09:58:26+01,,POINT(602728.0258999998 4873311.925000001)
SRBRGI8100320,Ресавица,Resavica,"8104","2","70491",2021/01/21 09:58:26+01,,POINT(546288.7092000004 4876567.1247000005)
SRBRGI8100321,Београд центар,Beograd centar,"8104","2","70220",2021/01/21 09:58:26+01,,POINT(456619.5253999997 4960285.9322999995)
SRBRGI8100322,Београд,Beograd,"8104","2","70220",2021/01/21 09:58:26+01,,POINT(456934.9167999998 4961865.7917)
SRBRGI8100323,Прибачка ћуприја,Pribačka ćuprija,"8106","4","70262",2021/01/21 09:58:26+01,,POINT(522513.45880000014 4796721.4318)
SRBRGI8100324,Сулажева ћуприја,Sulaževa ćuprija,"8106","4","71072",2021/01/21 09:58:26+01,,POINT(432692.46800000034 4789481.642899999)
SRBRGI8100325,Ластра,Lastra,"8104","4","70360",2021/01/21 09:58:26+01,,POINT(410915.0245000003 4889866.3879)
SRBRGI8100326,Аеродром Параћин,Aerodrom Paraćin,"8107","2","70904",2021/01/21 09:58:26+01,,POINT(538688.8596999999 4857130.681700001)
SRBRGI8100327,Узун-ћуприја,Uzun-ćuprija,"8106","4","71102",2021/01/21 09:58:26+01,,POINT(497859.17449999973 4910097.382200001)
SRBRGI8100328,Земун,Zemun,"8104","2","70157",2021/01/21 09:58:26+01,,POINT(450376.19039999973 4965004.441)
SRBRGI8100329,Добановци,Dobanovci,"8104","2","71293",2021/01/21 09:58:26+01,,POINT(440194.15919999965 4964418.7323)
SRBRGI8100330,Марковац,Markovac,"8104","2","70386",2021/01/21 09:58:26+01,,POINT(507701.7430999996 4898458.5901999995)
SRBRGI8100331,Влаоле,Vlaole,"8104","2","70785",2021/01/21 09:58:26+01,,POINT(579957.9386999998 4901061.4805)
SRBRGI8100332,Дивци,Divci,"8104","2","70360",2021/01/21 09:58:26+01,,POINT(422455.8755000001 4905707.2654)
SRBRGI8100333,Велика Плана,Velika Plana,"8104","2","70386",2021/01/21 09:58:26+01,,POINT(506580.95409999974 4907980.5414)
SRBRGI8100334,Глибовац,Glibovac,"8104","2","71102",2021/01/21 09:58:26+01,,POINT(492398.7879999997 4912797.3003)
SRBRGI8100335,Младеновац,Mladenovac,"8104","2","70173",2021/01/21 09:58:26+01,,POINT(475453.86870000046 4920752.2871)
SRBRGI8100336,Сопот Космајски,Sopot Kosmajski,"8104","2","0",2021/01/21 09:58:26+01,,POINT(469280.5767000001 4929976.2039)
SRBRGI8100337,Панчево варош,Pančevo varoš,"8104","2","80314",2021/01/21 09:58:26+01,,POINT(473185.35819999967 4969592.397399999)
SRBRGI8100338,Бела Црква,Bela Crkva,"8104","2","80098",2021/01/21 09:58:26+01,,POINT(532385.7602000004 4971901.163899999)
SRBRGI8100339,Панчево,Pančevo,"8104","2","80314",2021/01/21 09:58:26+01,,POINT(471323.54920000024 4970523.889599999)
SRBRGI8100340,Шимановци,Šimanovci,"8102","2","80322",2021/01/21 09:58:26+01,,POINT(430023.5554999998 4970244.868899999)
SRBRGI8100341,Пећинци,Pećinci,"8102","1","80322",2021/01/21 09:58:26+01,,POINT(417225.8065999998 4975014.3477)
SRBRGI8100342,Аеродром Београд – Лисичји јарак,Aerodrom Beograd – Lisičji jarak,"8107","2","70203",2021/01/21 09:58:26+01,,POINT(456349.6497999998 4976086.8806)
SRBRGI8100343,Барошевац,Baroševac,"8104","2","70165",2021/01/21 09:58:26+01,,POINT(448015.25820000004 4917068.804199999)
SRBRGI8100344,Зворник,Zvornik,"8104","2","70793",2021/01/21 09:58:26+01,,POINT(350391.8010999998 4918012.8158)
SRBRGI8100345,Велики Борак,Veliki Borak,"8104","4","70092",2021/01/21 09:58:26+01,,POINT(450608.1210000003 4932106.2359)
SRBRGI8100346,Лукавац Колубарски,Lukavac Kolubarski,"8105","1","70360",2021/01/21 09:58:26+01,,POINT(420442.01290000044 4905290.6164)
SRBRGI8100347,Ваљево,Valjevo,"8104","2","70360",2021/01/21 09:58:26+01,,POINT(412865.7246000003 4902512.773800001)
SRBRGI8100348,Мост Младости,Most Mladosti,"8106","2","71315",2021/01/21 09:58:26+01,,POINT(573201.5911999997 4797480.0118)
SRBRGI8100349,Вишњићево,Višnjićevo,"8104","2","80497",2021/01/21 09:58:26+01,,POINT(364396.1743000001 4980473.681)
SRBRGI8100350,Брасина,Brasina,"8104","2","70793",2021/01/21 09:58:26+01,,POINT(352650.6283999998 4924521.0844)
SRBRGI8100351,Ковиљача,Koviljača,"8104","2","70734",2021/01/21 09:58:26+01,,POINT(353923.3384999996 4930953.9266)
SRBRGI8100352,Лозница,Loznica,"8104","2","70734",2021/01/21 09:58:26+01,,POINT(358450.33999999985 4932987.5348000005)
SRBRGI8100353,Мали Пожаревац,Mali Požarevac,"8104","3","0",2021/01/21 09:58:26+01,,POINT(473488.77990000043 4935160.8883)
SRBRGI8100354,Умчари,Umčari,"8104","3","70122",2021/01/21 09:58:26+01,,POINT(479664.77979999967 4936198.217499999)
SRBRGI8100355,Колари,Kolari,"8104","2","71099",2021/01/21 09:58:26+01,,POINT(492063.1796000004 4936489.2597)
SRBRGI8100356,Инђија,Inđija,"8104","2","80179",2021/01/21 09:58:26+01,,POINT(428615.9693999998 4988649.3224)
SRBRGI8100357,Уљма,Uljma,"8104","2","80128",2021/01/21 09:58:26+01,,POINT(512473.17870000005 4988686.3641)
SRBRGI8100358,Аеродром Вршац,Aerodrom Vršac,"8107","2","80128",2021/01/21 09:58:26+01,,POINT(523998.4517999999 4999169.1768)
SRBRGI8100359,Вашариште,Vašarište,"8104","2","80128",2021/01/21 09:58:26+01,,POINT(522236.3233000003 4997523.4651999995)
SRBRGI8100360,Хајдучка ћуприја,Hajdučka ćuprija,"8106","4","80322",2021/01/21 09:58:26+01,,POINT(421907.90469999984 4964955.274499999)
SRBRGI8100361,Фаркаждин,Farkaždin,"8104","2","80152",2021/01/21 09:58:26+01,,POINT(458524.52919999976 5006397.607899999)
SRBRGI8100362,Банатско Пландиште,Banatsko Plandište,"8104","2","80349",2021/01/21 09:58:26+01,,POINT(508922.46329999994 5008207.361500001)
SRBRGI8100363,Ватин,Vatin,"8104","2","80128",2021/01/21 09:58:26+01,,POINT(519902.6935999999 5008519.570499999)
SRBRGI8100364,Ватин,Vatin,"8103","2","80128",2021/01/21 09:58:26+01,,POINT(521695.8705000002 5008439.8475)
SRBRGI8100365,Томашевац,Tomaševac,"8104","4","80152",2021/01/21 09:58:26+01,,POINT(469172.82079999987 5010262.873400001)
SRBRGI8100366,Орловат,Orlovat,"8104","2","80152",2021/01/21 09:58:26+01,,POINT(466671.05150000006 5010483.1548999995)
SRBRGI8100367,Нови Сад ложионица,Novi Sad ložionica,"8104","2","80284",2021/01/21 09:58:26+01,,POINT(406768.60170000046 5011766.3605)
SRBRGI8100368,Лука у Новом Саду,Luka u Novom Sadu,"8109","2","80284",2021/01/21 09:58:26+01,,POINT(410264.4326999998 5013456.7053)
SRBRGI8100369,Будисава,Budisava,"8105","1","80284",2021/01/21 09:58:26+01,,POINT(421339.91309999954 5015303.500700001)
SRBRGI8100370,Шајкаш,Šajkaš,"8104","2","80454",2021/01/21 09:58:26+01,,POINT(427589.3839999996 5012811.1207)
SRBRGI8100371,преводница,prevodnica,"8110","2","80152",2021/01/21 09:58:26+01,,POINT(456800.3485000003 5016418.1515999995)
SRBRGI8100372,Конак,Konak,"8104","2","80349",2021/01/21 09:58:26+01,,POINT(493227.34860000014 5016652.8784)
SRBRGI8100373,Аеродром Зрењанин – Ечка,Aerodrom Zrenjanin – Ečka,"8107","2","80152",2021/01/21 09:58:26+01,,POINT(457270.4017000003 5020748.636600001)
SRBRGI8100374,Гајдобра,Gajdobra,"8104","2","80063",2021/01/21 09:58:26+01,,POINT(379083.2912999997 5023722.875)
SRBRGI8100375,Бачки Маглић,Bački Maglić,"8104","2","80080",2021/01/21 09:58:26+01,,POINT(385382.9661999997 5023082.2663)
SRBRGI8100376,Зрењанин фабрика,Zrenjanin fabrika,"8104","2","80152",2021/01/21 09:58:26+01,,POINT(454944.3099999996 5024344.0879)
SRBRGI8100377,Бока,Boka,"8104","2","80373",2021/01/21 09:58:26+01,,POINT(486501.62679999974 5021267.221000001)
SRBRGI8100378,Сутјеска,Sutjeska,"8104","2","80373",2021/01/21 09:58:26+01,,POINT(475987.0641000001 5026214.939200001)
SRBRGI8100379,Жабаљ,Žabalj,"8104","2","80136",2021/01/21 09:58:26+01,,POINT(426234.7145999996 5025706.938200001)
SRBRGI8100380,Бачки Јарак,Bački Jarak,"8105","1","80446",2021/01/21 09:58:26+01,,POINT(411169.30950000044 5025151.312100001)
SRBRGI8100381,Степановићево,Stepanovićevo,"8105","1","80284",2021/01/21 09:58:26+01,,POINT(398307.0388000002 5030021.782199999)
SRBRGI8100382,Дероње,Deronje,"8105","1","80306",2021/01/21 09:58:26+01,,POINT(360247.49930000026 5035316.6241)
SRBRGI8100383,Оџаци,Odžaci,"8104","2","80306",2021/01/21 09:58:26+01,,POINT(365184.6342000002 5041560.803200001)
SRBRGI8100384,преводница,prevodnica,"8110","2","80462",2021/01/21 09:58:26+01,,POINT(390457.6847000001 5041010.468800001)
SRBRGI8100385,Меленци,Melenci,"8104","2","80152",2021/01/21 09:58:26+01,,POINT(445226.54420000035 5039624.0493)
SRBRGI8100386,преводница,prevodnica,"8110","3","80462",2021/01/21 09:58:26+01,,POINT(392492.95419999957 5049041.9322999995)
SRBRGI8100387,Врбас,Vrbas,"8104","2","80462",2021/01/21 09:58:26+01,,POINT(392632.5641000001 5047339.3148)
SRBRGI8100388,преводница,prevodnica,"8110","2","80144",2021/01/21 09:58:26+01,,POINT(480950.0582999997 5047339.591600001)
SRBRGI8100389,Црвенка,Crvenka,"8104","2","80233",2021/01/21 09:58:26+01,,POINT(379593.87129999977 5056298.124399999)
SRBRGI8100390,Банатско Милошево Поље,Banatsko Miloševo Polje,"8104","2","80268",2021/01/21 09:58:26+01,,POINT(445258.2943000002 5060314.5074000005)
SRBRGI8100391,Мали Иђош,Mali Iđoš,"8105","1","80241",2021/01/21 09:58:26+01,,POINT(394925.27579999994 5063352.085000001)
SRBRGI8100392,Банатско Милошево,Banatsko Miloševo,"8104","2","80268",2021/01/21 09:58:26+01,,POINT(447105.08970000036 5063849.3478)
SRBRGI8100393,Аеродром Кикинда,Aerodrom Kikinda,"8107","2","80209",2021/01/21 09:58:26+01,,POINT(454905.02190000005 5068193.8148)
SRBRGI8100394,Чонопља,Čonoplja,"8105","1","80381",2021/01/21 09:58:26+01,,POINT(363448.9639999997 5073173.2831)
SRBRGI8100395,Бачка Топола,Bačka Topola,"8104","2","80071",2021/01/21 09:58:26+01,,POINT(395071.38430000003 5074680.0298999995)
SRBRGI8100396,Кикинда,Kikinda,"8104","2","80209",2021/01/21 09:58:26+01,,POINT(460524.7832000004 5075676.2464000005)
SRBRGI8100397,Падеј,Padej,"8104","2","80489",2021/01/21 09:58:26+01,,POINT(435833.81709999964 5075279.3706)
SRBRGI8100399,Врбица,Vrbica,"8103","2","80489",2021/01/21 09:58:26+01,,POINT(450480.3875000002 5093383.109099999)
SRBRGI8100400,Међа,Međa,"8103","2","80144",2021/01/21 09:58:26+01,,POINT(485820.0195000004 5041555.4257)
SRBRGI8100401,Остојићево,Ostojićevo,"8105","1","80489",2021/01/21 09:58:26+01,,POINT(434267.4807000002 5082359.6348)
