geoidentifikator,name_1,name_2,localtype,znacaj,matbro,editdate,adresa,geometry
SRBRGI8100810,Мали Пожаревац,Mali Požarevac,"8102","1","0",2021/01/21 09:58:26+01,,POINT(473657.1952999998 4934780.183800001)
SRBRGI8100811,Умчари,Umčari,"8102","1","70122",2021/01/21 09:58:26+01,,POINT(479797.8239000002 4935781.2388)
SRBRGI8100812,Водањ,Vodanj,"8102","1","71099",2021/01/21 09:58:26+01,,POINT(485750.0053000003 4936753.398800001)
SRBRGI8100813,Колари,Kolari,"8102","1","71099",2021/01/21 09:58:26+01,,POINT(491635.9813000001 4935822.1230999995)
SRBRGI8100814,Смедерево,Smederevo,"8102","1","71099",2021/01/21 09:58:26+01,,POINT(497021.0513000004 4936774.1197999995)
SRBRGI8100815,Пожаревац,Požarevac,"8102","1","71099",2021/01/21 09:58:26+01,,POINT(498295.34190000035 4936145.7348)
SRBRGI8100816,Велика Плана,Velika Plana,"8102","1","70386",2021/01/21 09:58:26+01,,POINT(506637.9649 4909621.8949)
SRBRGI8100817,Марковац,Markovac,"8102","1","70386",2021/01/21 09:58:26+01,,POINT(509449.88889999967 4898370.6962)
SRBRGI8100818,Баточина,Batočina,"8102","1","71277",2021/01/21 09:58:26+01,,POINT(509054.7977 4888648.3116)
SRBRGI8100819,Јагодина,Jagodina,"8102","1","71048",2021/01/21 09:58:26+01,,POINT(521653.6645999998 4872365.791300001)
SRBRGI8100820,Лапово,Lapovo,"8102","1","71277",2021/01/21 09:58:26+01,,POINT(508834.6749999998 4892243.0174)
SRBRGI8100821,Ћуприја,Ćuprija,"8102","1","71200",2021/01/21 09:58:26+01,,POINT(531280.0752999997 4864842.929099999)
SRBRGI8100822,Параћин,Paraćin,"8102","1","70904",2021/01/21 09:58:26+01,,POINT(535007.8092999998 4856044.851399999)
SRBRGI8100823,Појате,Pojate,"8102","1","71196",2021/01/21 09:58:26+01,,POINT(535816.6577000003 4844419.340399999)
SRBRGI8100824,Ражањ,Ražanj,"8102","1","71005",2021/01/21 09:58:26+01,,POINT(543859.5055999998 4837042.5173)
SRBRGI8100825,Алексиначки рудници,Aleksinački rudnici,"8102","1","70025",2021/01/21 09:58:26+01,,POINT(555423.5577999996 4822229.741800001)
SRBRGI8100826,Алексинац,Aleksinac,"8102","1","70025",2021/01/21 09:58:26+01,,POINT(558901.0350000001 4819236.677999999)
SRBRGI8100827,Ниш – југ,Niš – jug,"8102","1","71315",2021/01/21 09:58:26+01,,POINT(565788.1651999997 4797633.585200001)
SRBRGI8100828,Брестовац,Brestovac,"8102","1","70726",2021/01/21 09:58:26+01,,POINT(572799.5177999996 4777941.8244)
SRBRGI8100829,Бешка,Beška,"8102","1","80179",2021/01/21 09:58:26+01,,POINT(428276.55819999985 4998376.3993999995)
SRBRGI8100830,Инђија,Inđija,"8102","1","80179",2021/01/21 09:58:26+01,,POINT(433148.48709999956 4991147.0185)
SRBRGI8100831,Богојево,Bogojevo,"8103","2","80306",2021/01/21 09:58:26+01,,POINT(350676.6456000004 5043510.663799999)
SRBRGI8100832,Вајска,Vajska,"8103","2","80055",2021/01/21 09:58:26+01,,POINT(343986.8980999999 5024867.6372)
SRBRGI8100833,Голубац,Golubac,"8103","2","70475",2021/01/21 09:58:26+01,,POINT(549377.1760999998 4944783.3916)
SRBRGI8100834,Врачев Гај,Vračev Gaj,"8103","2","80098",2021/01/21 09:58:26+01,,POINT(528938.7430999996 4968004.958000001)
SRBRGI8100835,Доњи Милановац,Donji Milanovac,"8103","2","70785",2021/01/21 09:58:26+01,,POINT(591884.7039999999 4924369.014599999)
SRBRGI8100836,Текија,Tekija,"8103","2","70572",2021/01/21 09:58:26+01,,POINT(611539.1573000001 4948814.5185)
SRBRGI8100837,Кладово,Kladovo,"8103","2","70572",2021/01/21 09:58:26+01,,POINT(628469.3564999998 4941088.0768)
SRBRGI8100838,Ђенерал Јанковић,Đeneral Janković,"8103","2","90115",2021/01/21 09:58:26+01,,POINT(525235.5976 4664952.1329)
SRBRGI8100839,Мали Зворник - нови мост,Mali Zvornik - novi most,"8103","2","70793",2021/01/21 09:58:26+01,,POINT(350801.6420999998 4918400.3759)
SRBRGI8100840,Мали Зворник - стари мост,Mali Zvornik - stari most,"8103","2","70793",2021/01/21 09:58:26+01,,POINT(349245.0844999999 4916449.120999999)
SRBRGI8100841,Мехов Крш,Mehov Krš,"8103","2","71188",2021/01/21 09:58:26+01,,POINT(446213.68039999995 4751046.1765)
SRBRGI8100842,Прахово,Prahovo,"8103","2","70840",2021/01/21 09:58:26+01,,POINT(628385.6755999997 4905535.011299999)
SRBRGI8100843,Сремска Рача - Ж,Sremska Rača - Ž,"8103","2","80403",2021/01/21 09:58:26+01,,POINT(365435.1341000004 4974824.189200001)
SRBRGI8100844,Увац,Uvac,"8103","2","70971",2021/01/21 09:58:26+01,,POINT(378392.9637000002 4828591.321)
SRBRGI8100845,Шид,Šid,"8103","2","80497",2021/01/21 09:58:26+01,,POINT(355732.84470000025 5000941.156300001)
SRBRGI8100846,Београд,Beograd,"8103","2","70246",2021/01/21 09:58:26+01,,POINT(457296.76020000037 4964227.6229)
SRBRGI8100847,Сурчин,Surčin,"8103","2","71293",2021/01/21 09:58:26+01,,POINT(444022.0985000003 4963193.866599999)
SRBRGI8100848,Нови Сад,Novi Sad,"8103","2","80284",2021/01/21 09:58:26+01,,POINT(410160.4243999999 5012073.870999999)
SRBRGI8100849,Јамена,Jamena,"8103","2","80497",2021/01/21 09:58:26+01,,POINT(348592.7572999997 4974323.5482)
SRBRGI8100850,Пријепоље,Prijepolje,"8103","2","70980",2021/01/21 09:58:26+01,,POINT(389834.75629999954 4805392.934)
SRBRGI8100851,Прибој,Priboj,"8103","2","70971",2021/01/21 09:58:26+01,,POINT(380907.42399999965 4826526.615900001)
SRBRGI8100852,Перућац,Perućac,"8103","2","70068",2021/01/21 09:58:26+01,,POINT(372323.9589999998 4868991.511700001)
SRBRGI8100853,Црвица,Crvica,"8103","2","70068",2021/01/21 09:58:26+01,,POINT(387717.93450000044 4873898.3434)
SRBRGI8100854,Беркасово,Berkasovo,"8103","2","80497",2021/01/21 09:58:26+01,,POINT(363393.58079999965 5003772.111099999)
SRBRGI8100855,Апатин,Apatin,"8103","2","80047",2021/01/21 09:58:26+01,,POINT(341873.13709999993 5059434.5568)
SRBRGI8100856,Бездан,Bezdan,"8103","2","80381",2021/01/21 09:58:26+01,,POINT(333849.3809000002 5079419.1127)
SRBRGI8100857,Суботица,Subotica,"8103","2","80438",2021/01/21 09:58:26+01,,POINT(397238.69180000015 5106437.544500001)
SRBRGI8100858,Кањижа,Kanjiža,"8103","2","80195",2021/01/21 09:58:26+01,,POINT(426809.65479999967 5102855.047)
SRBRGI8100859,Кикинда,Kikinda,"8103","2","80209",2021/01/21 09:58:26+01,,POINT(460300.23280000035 5076186.4285)
SRBRGI8100860,Вршац - В,Vršac - V,"8103","2","80128",2021/01/21 09:58:26+01,,POINT(524010.42200000025 4999156.2234000005)
SRBRGI8100861,Вршац,Vršac,"8103","2","80128",2021/01/21 09:58:26+01,,POINT(522357.77890000027 4994751.419299999)
SRBRGI8100862,Велико Градиште,Veliko Gradište,"8103","2","70394",2021/01/21 09:58:26+01,,POINT(540903.1228999998 4957209.9099)
SRBRGI8100863,Димитровград,Dimitrovgrad,"8103","2","70505",2021/01/21 09:58:26+01,,POINT(643910.2050000001 4763620.529100001)
SRBRGI8100864,Голеш,Goleš,"8103","2","70335",2021/01/21 09:58:26+01,,POINT(609591.7070000004 4686818.7403)
SRBRGI8100865,Врбница,Vrbnica,"8103","2","71072",2021/01/21 09:58:26+01,,POINT(400937.6377999997 4778825.3727)
SRBRGI8100866,Мокра Гора,Mokra Gora,"8103","2","71145",2021/01/21 09:58:26+01,,POINT(379898.72950000037 4849910.4673)
SRBRGI8100867,Брасина,Brasina,"8103","2","70793",2021/01/21 09:58:26+01,,POINT(352634.2633999996 4924649.9651)
SRBRGI8100868,Нештин,Neštin,"8103","2","80063",2021/01/21 09:58:26+01,,POINT(376944.13430000003 5008222.9725)
SRBRGI8100869,Ниш,Niš,"8103","2","71315",2021/01/21 09:58:26+01,,POINT(570199.6749999998 4798648.2564)
SRBRGI8100872,Лука у Апатину,Luka u Apatinu,"8109","2","80047",2021/01/21 09:58:26+01,,POINT(340693.0097000003 5057237.6424)
SRBRGI8100873,Лука у Беочину,Luka u Beočinu,"8109","2","80101",2021/01/21 09:58:26+01,,POINT(398471.27529999986 5006951.889699999)
SRBRGI8100874,Лука у Шапцу,Luka u Šapcu,"8109","2","71269",2021/01/21 09:58:26+01,,POINT(398478.3428999996 4956172.3639)
SRBRGI8100875,Лука у Сремској Митровици,Luka u Sremskaoj Mitrovici,"8109","2","80403",2021/01/21 09:58:26+01,,POINT(392777.39410000015 4979722.6262)
SRBRGI8100876,Пристаниште за сопствене потребе у Костолцу,Pristanište za sopstvene potrebe u Kostolcu,"8112","2","71340",2021/01/21 09:58:26+01,,POINT(513389.1133000003 4952386.0364)
SRBRGI8100877,Пристаниште за посебне намене у Сремским Карловцима,Pristanište za posebne namene u Sremskim Karlovcima,"8112","2","80411",2021/01/21 09:58:26+01,,POINT(419717.9079999998 5003280.1691)
SRBRGI8100878,Међународно путничко пристаниште у Доњем Милановцу,Međunarodno putničko pristanište u Donjem Milanovcu,"8112","2","70785",2021/01/21 09:58:26+01,,POINT(591581.0332000004 4924413.631200001)
SRBRGI8100879,Међународно путничко пристаниште у Сремским Карловцима,Međunarodno putničko pristanište u Sremskim Karlovcima,"8112","2","80411",2021/01/21 09:58:26+01,,POINT(416891.574 5006237.6952)
SRBRGI8100880,Међународно путничко пристаниште у Кладову,Međunarodno putničko pristanište u Kladovu,"8112","2","70572",2021/01/21 09:58:26+01,,POINT(628200.5016000001 4941235.0550999995)
SRBRGI8100881,Међународно путничо пристаниште у Земуну,Međunarodno putničko pristanište u Zemunu,"8112","2","70157",2021/01/21 09:58:26+01,,POINT(453745.29750000034 4966133.5516)
SRBRGI8100882,Мала Круша,Mala Kruša,"8104","2",,2021/01/21 09:58:26+01,,POINT(471584.43680000026 4683369.691199999)
SRBRGI8100883,Зрзе,Zrze,"8104","2",,2021/01/21 09:58:26+01,,POINT(464560.2988999998 4689235.830399999)
SRBRGI8100884,Ратковац,Ratkovac,"8104","2",,2021/01/21 09:58:26+01,,POINT(461505.2904000003 4695238.6197999995)
SRBRGI8100885,Раковина,Rakovina,"8104","2",,2021/01/21 09:58:26+01,,POINT(460168.6065999996 4704133.706800001)
SRBRGI8100886,Хвосно,Hvosno,"8104","2",,2021/01/21 09:58:26+01,,POINT(449615.25299999956 4723055.6175)
SRBRGI8100887,Доброшевац,Dobroševac,"8104","2",,2021/01/21 09:58:26+01,,POINT(495298.01740000024 4723869.2016)
SRBRGI8100888,Дреница,Drenica,"8104","2",,2021/01/21 09:58:26+01,,POINT(491608.5301000001 4719099.787900001)
SRBRGI8100889,Церовик,Cerovik,"8104","2",,2021/01/21 09:58:26+01,,POINT(479263.4676999999 4716981.8160999995)
SRBRGI8100890,Добра Вода,Dobra Voda,"8104","2",,2021/01/21 09:58:26+01,,POINT(475574.4848999996 4718033.446900001)
SRBRGI8100891,Пограђе,Pograđe,"8104","2",,2021/01/21 09:58:26+01,,POINT(470584.21360000037 4719729.4987)
SRBRGI8100892,Ђенерал Јанковић,Đeneral Janković,"8104","2",,2021/01/21 09:58:26+01,,POINT(524289.8247999996 4666454.3248)
SRBRGI8100893,Доња Грлица,Donja Grlica,"8104","2",,2021/01/21 09:58:26+01,,POINT(517410.93879999965 4684425.957)
SRBRGI8100894,Бабљак,Babljak,"8104","2",,2021/01/21 09:58:26+01,,POINT(512733.6057000002 4699389.195699999)
SRBRGI8100895,Грачаница Косовска,Gračanica Kosovska,"8104","2",,2021/01/21 09:58:26+01,,POINT(507759.5417999998 4714411.523600001)
SRBRGI8100896,Девет Југовића,Devet Jugovića,"8104","2",,2021/01/21 09:58:26+01,,POINT(512041.608 4728904.5823)
SRBRGI8100897,Југ Богдан,Jug Bogdan,"8104","2",,2021/01/21 09:58:26+01,,POINT(512197.5301999999 4735946.636)
SRBRGI8100898,Мало Косово,Malo Kosovo,"8104","2",,2021/01/21 09:58:26+01,,POINT(514471.87210000027 4741644.4169)
SRBRGI8100899,Пољаница,Poljanica,"8104","2",,2021/01/21 09:58:26+01,,POINT(516388.40330000035 4746172.113399999)
SRBRGI8100900,Прилужје,Prilužje,"8104","2",,2021/01/21 09:58:26+01,,POINT(502170.4528999999 4731145.0033)
SRBRGI8100901,Самодрежа,Samodreža,"8104","2",,2021/01/21 09:58:26+01,,POINT(498771.28259999957 4736034.7401)
SRBRGI8100902,Метохија,Metohija,"8104","2",,2021/01/21 09:58:26+01,,POINT(465866.85369999986 4719098.2793000005)
SRBRGI8100903,Обилић,Obilić,"8104","2",,2021/01/21 09:58:26+01,,POINT(505433.06340000033 4726072.2007)
SRBRGI8100904,Будисавци,Budisavci,"8104","2",,2021/01/21 09:58:26+01,,POINT(458476.4162999997 4724079.9429)
SRBRGI8100905,Бањица,Banjica,"8104","2",,2021/01/21 09:58:26+01,,POINT(485716.7801000001 4719834.794399999)
SRBRGI8100906,Велики Белаћевац,Veliki Belaćevac,"8104","2",,2021/01/21 09:58:26+01,,POINT(501992.9419 4719603.0123)
SRBRGI8100907,Волујак,Volujak,"8104","2",,2021/01/21 09:58:26+01,,POINT(464300.8311999999 4711477.193399999)
SRBRGI8100908,Урошевац,Uroševac,"8104","2",,2021/01/21 09:58:26+01,,POINT(512621.65859999973 4690765.5122)
SRBRGI8100909,Косово Поље,Kosovo Polje,"8104","2",,2021/01/21 09:58:26+01,,POINT(506626.5747999996 4720108.1305)
SRBRGI8100910,Вучитрн,Vučitrn,"8104","2",,2021/01/21 09:58:26+01,,POINT(494773.0820000004 4741522.208699999)
SRBRGI8100911,Приштина,Priština,"8104","2",,2021/01/21 09:58:26+01,,POINT(512306.4522000002 4722855.8387)
SRBRGI8100912,Липљан,Lipljan,"8104","2",,2021/01/21 09:58:26+01,,POINT(510185.4315999998 4707804.7872)
SRBRGI8100913,Качаник,Kačanik,"8104","2",,2021/01/21 09:58:26+01,,POINT(521069.9156999998 4675692.1895)
SRBRGI8100914,Пећ,Peć,"8104","2",,2021/01/21 09:58:26+01,,POINT(443006.2363 4723449.6338)
SRBRGI8100915,Призрен,Prizren,"8104","2",,2021/01/21 09:58:26+01,,POINT(477526.5882000001 4673499.328600001)
SRBRGI8100916,Прешево,Preševo,"8102","1","70963",2021/01/21 09:58:26+01,,POINT(558486.784 4683615.872199999)
SRBRGI8100917,Бујановац – југ,Bujanovac – jug,"8102","1","70351",2021/01/21 09:58:26+01,,POINT(564111.2801999999 4700011.988)
SRBRGI8100918,Бујановац – север,Bujanovac – sever,"8102","1","70351",2021/01/21 09:58:26+01,,POINT(566868.0915000001 4702027.418)
SRBRGI8100919,Врање,Vranje,"8102","1","70432",2021/01/21 09:58:26+01,,POINT(576455.8216000004 4710634.188100001)
SRBRGI8100920,Владичин Хан,Vladičin Han,"8102","1","70416",2021/01/21 09:58:26+01,,POINT(587990.6070999997 4728478.035)
SRBRGI8100921,Предејане,Predejane,"8102","1","70726",2021/01/21 09:58:26+01,,POINT(591648.4182000002 4741449.896600001)
SRBRGI8100922,Грделица,Grdelica,"8102","1","70726",2021/01/21 09:58:26+01,,POINT(587341.9200999998 4748514.6018)
SRBRGI8100923,Лесковац – југ,Leskovac – jug,"8102","1","70424",2021/01/21 09:58:26+01,,POINT(584625.0022 4758049.263800001)
SRBRGI8100924,Лесковац – центар,Leskovac – centar,"8102","1","70726",2021/01/21 09:58:26+01,,POINT(576157.8200000003 4771939.1032)
SRBRGI8100926,Прељина,Preljina,"8102","1","71242",2021/01/21 09:58:26+01,,POINT(451338.5741999997 4863220.43)
SRBRGI8100927,Таково,Takovo,"8102","1","70483",2021/01/21 09:58:26+01,,POINT(450149.8761999998 4876900.7653)
SRBRGI8100928,Љиг,Ljig,"8102","1","70769",2021/01/21 09:58:26+01,,POINT(440393.4877000004 4897786.8774999995)
SRBRGI8100929,Лајковац,Lajkovac,"8102","1","70700",2021/01/21 09:58:26+01,,POINT(430598.1102 4911946.521299999)
SRBRGI8100930,Уб,Ub,"8102","1","71218",2021/01/21 09:58:26+01,,POINT(430389.04839999974 4922751.943)
SRBRGI8100931,Обреновац,Obrenovac,"8102","1","70190",2021/01/21 09:58:26+01,,POINT(438902.7357999999 4944395.3672)
SRBRGI8100932,Марадик,Maradik,"8102","1","80179",2021/01/21 09:58:26+01,,POINT(430126.2196000004 4994630.185900001)
SRBRGI8100933,Ковиљ,Kovilj,"8102","1","80284",2021/01/21 09:58:26+01,,POINT(424230.3202999998 5010360.532400001)
SRBRGI8100934,Нови Сад – југ,Novi Sad – jug,"8102","1","80284",2021/01/21 09:58:26+01,,POINT(413007.2408999996 5015543.624399999)
SRBRGI8100935,Нови Сад – север,Novi Sad – sever,"8102","1","80284",2021/01/21 09:58:26+01,,POINT(405727.2008999996 5018635.1207)
SRBRGI8100936,Фекетић,Feketić,"8102","1","80241",2021/01/21 09:58:26+01,,POINT(399833.0033999998 5055220.0305)
SRBRGI8100937,Бачка Топола,Bačka Topola,"8102","1","80071",2021/01/21 09:58:26+01,,POINT(398006.5286999997 5075325.8440000005)
SRBRGI8100938,Жедник,Žednik,"8102","1","80438",2021/01/21 09:58:26+01,,POINT(399924.6392999999 5087495.8191)
SRBRGI8100939,Суботица,Subotica,"8102","1","80438",2021/01/21 09:58:26+01,,POINT(401997.7176000001 5097169.0449)
SRBRGI8100940,Мерошина,Merošina,"8102","1","70823",2021/01/21 09:58:26+01,,POINT(565090.5972999996 4792236.176999999)
SRBRGI8100941,Ниш – исток,Niš – istok,"8102","1","71307",2021/01/21 09:58:26+01,,POINT(575746.4508999996 4799044.468)
SRBRGI8100942,Ниш – Малча,Niš – Malča,"8102","1","71307",2021/01/21 09:58:26+01,,POINT(582648.4755999995 4796539.329299999)
SRBRGI8100943,Бела Паланка,Bela Palanka,"8102","1","70084",2021/01/21 09:58:26+01,,POINT(606874.4972000001 4787752.7246)
SRBRGI8100944,Пирот – запад,Pirot – zapad,"8102","1","70939",2021/01/21 09:58:26+01,,POINT(627111.3937999997 4783093.886399999)
SRBRGI8100945,Пирот – исток,Pirot – istok,"8102","1","70939",2021/01/21 09:58:26+01,,POINT(631731.2279000003 4775459.7631)
SRBRGI8100946,Димитровград,Dimitrovgrad,"8102","1","70505",2021/01/21 09:58:26+01,,POINT(641481.1381000001 4764698.0929000005)
SRBRGI8100947,Хелидром Београд – Бањички вис,Helidrom Beograd – Banjički vis,"8108","1","70220",2021/01/21 09:58:26+01,,POINT(458176.4115000004 4956667.7096)
SRBRGI8100948,Хелидром БД Агро,Helidrom BD Agro,"8108","1","71293",2021/01/21 09:58:26+01,,POINT(437287.5126 4963103.2983)
SRBRGI8100949,Хелидром Циклонизација – Нови Сад,Helidrom Ciklonizacija – Novi Sad,"8108","1","80284",2021/01/21 09:58:26+01,,POINT(407404.2636000002 5015200.8278)
SRBRGI8100950,Хелидром Мокра Гора,Helidrom Mokra Gora,"8108","1","71145",2021/01/21 09:58:26+01,,POINT(379946.2224000003 4850222.630100001)
SRBRGI8100951,Хелидром Пожега,Helidrom Požega,"8108","1","70955",2021/01/21 09:58:26+01,,POINT(425810.18120000046 4854432.2524)
SRBRGI8100952,Хелидром Собовица,Helidrom Sobovica,"8108","1","70645",2021/01/21 09:58:26+01,,POINT(490341.8147 4883089.808700001)
SRBRGI8100953,Хелидром Клиничког центра Ниш,Helidrom Kliničkog centra Niš,"8108","1","71331",2021/01/21 09:58:26+01,,POINT(574511.5974000003 4795896.211300001)
SRBRGI8100954,Хелидром Таково Горњи Милановац,Helidrom Takovo Gornji Milanovac,"8108","1","70483",2021/01/21 09:58:26+01,,POINT(456561.5702999998 4872681.727600001)
SRBRGI8100955,Хелидром Swisslion Вршац,Helidrom Swisslion Vršac,"8108","1","80128",2021/01/21 09:58:26+01,,POINT(525069.1481999997 4994510.2004)
SRBRGI8100956,Аеродром Ковин,Aerodrom Kovin,"8107","1","80225",2021/01/21 09:58:26+01,,POINT(497075.92009999976 4957851.032400001)
SRBRGI8100957,Аеродром Морава – Краљево,Aerodrom Morava – Kraljevo,"8107","1","70653",2021/01/21 09:58:26+01,,POINT(467346.0867999997 4851522.7456)
SRBRGI8100958,Аеродром Батајница,Aerodrom Batajnica,"8107","1","80420",2021/01/21 09:58:26+01,,POINT(440877.4294999996 4976682.6381)
SRBRGI8100959,Аеродром Приштина,Aerodrom Priština,"8107","1","90166",2021/01/21 09:58:26+01,,POINT(502970.8437000001 4713100.9186)
SRBRGI8100960,Паркинг ћупријског мотела,Parking ćuprijskog motela,"8115","1","71200",2021/01/21 09:58:26+01,,POINT(531159.2834999999 4865136.343)
SRBRGI8100961,Одмориште Џеп,Odmorište Džep,"8115","1","70416",2021/01/21 09:58:26+01,,POINT(589477.0829999996 4736743.714400001)
SRBRGI8100962,Мотел Предејане,Motel Predejane,"8115","1","70726",2021/01/21 09:58:26+01,,POINT(592552.2156999996 4742881.6098)
SRBRGI8100963,Одмориште село Полом,Odmorište selo Polom,"8115","1","70416",2021/01/21 09:58:26+01,,POINT(587450.9951 4725033.2511)
SRBRGI8100964,Одмориште Ченеј,Odmorište Čenej,"8115","1","80284",2021/01/21 09:58:26+01,,POINT(401165.15270000044 5029507.950300001)
SRBRGI8100965,Одмориште Фекетић,Odmorište Feketić,"8115","1","80241",2021/01/21 09:58:26+01,,POINT(400985.9422000004 5058828.0123)
SRBRGI8100966,Одмориште Змајево,Odmorište Zmajevo,"8115","1","80462",2021/01/21 09:58:26+01,,POINT(401078.74629999977 5033957.9454)
SRBRGI8100967,Одмориште Драхслеров салаш,Odmorište Drahslerov salaš,"8115","1","80209",2021/01/21 09:58:26+01,,POINT(455461.7664999999 5069256.491)
SRBRGI8100968,Одмориште Лаћарак,Odmorište Laćarak,"8115","1","80403",2021/01/21 09:58:26+01,,POINT(383408.6930999998 4986067.0824)
SRBRGI8100969,Одмориште Шашинци,Odmorište Šašinci,"8115","1","80403",2021/01/21 09:58:26+01,,POINT(400076.80790000036 4981357.1581)
SRBRGI8100970,Одмориште Прхово,Odmorište Prhovo,"8115","1","80322",2021/01/21 09:58:26+01,,POINT(420153.21609999985 4973523.862)
SRBRGI8100971,Одмориште Кисач,Odmorište Kisač,"8115","1","80284",2021/01/21 09:58:26+01,,POINT(402257.4025999997 5024088.5978)
SRBRGI8100972,Одмориште Кузмин,Odmorište Kuzmin,"8115","1","80403",2021/01/21 09:58:26+01,,POINT(371292.8992999997 4988818.7195)
SRBRGI8100973,Одмориште Шашинци,Odmorište Šašinci,"8115","1","80403",2021/01/21 09:58:26+01,,POINT(401016.9413999999 4981131.625)
SRBRGI8100974,Одмориште Лаћарак,Odmorište Laćarak,"8115","1","80403",2021/01/21 09:58:26+01,,POINT(384304.1821999997 4986091.7784)
SRBRGI8100975,Одмориште Рума,Odmorište Ruma,"8115","1","80357",2021/01/21 09:58:26+01,,POINT(407173.6116000004 4978912.453)
