geoidentifikator,administrativeunit,name_1,name_2,type,localtype,leastdetailedviewingscale,mostdetailedviewingscale,beginlifespanversion,endlifespanversion,languagegeoname,languageiso_639,script,nativeness,namestatus,standardizationdata,sourceofname,responsibleinstitution,grammaticalgender,grammaticalnumber,note_,znacaj,matbro,matbrnas,brojstanovnika,godinapopisa,editdate,geometry
SRBRGI6100127,Вршац,Fejértelep,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80128","801291","333","2011",,POINT(509863.14389999956 4976409.9241)
SRBRGI6100128,Вршац,Homokszil,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80128","801283","3269","2011",,POINT(512427.2944 4987694.6293)
SRBRGI6100129,Бела Црква,Gerebenc,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80098","800783","818","2011",,POINT(518675.0229000002 4972025.7585)
SRBRGI6100130,Бела Црква,Jaszenova,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80098","800813","1243","2011",,POINT(523546.0290999999 4975970.7915)
SRBRGI6100131,Бела Црква,Gajtás,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80098","800821","262","2011",,POINT(520226.9118999997 4969247.0886)
SRBRGI6100132,Бела Црква,Vöröstemplom,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80098","800864","666","2011",,POINT(528744.3438999997 4972045.9025)
SRBRGI6100133,Бела Црква,Krassószombat,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80098","800759","169","2011",,POINT(527209.358 4981212.699899999)
SRBRGI6100134,Бела Црква,Csehfalva,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80098","800872","40","2011",,POINT(529282.9053999996 4977231.1204)
SRBRGI6100135,Бела Црква,Temesváralja,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80098","800805","738","2011",,POINT(521783.67009999976 4974751.9659)
SRBRGI6100136,Вршац,Homokdiód,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80128","801208","382","2011",,POINT(521687.92870000005 4978411.514599999)
SRBRGI6100137,Нови Бечеј,Bocsár,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80268","802590","1488","2011",,POINT(444096.77190000005 5068741.409)
SRBRGI6100138,Зрењанин,Melence,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80152","801623","5982","2011",,POINT(446633.41029999964 5040387.562899999)
SRBRGI6100139,Нови Сад,Begecs,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80284","802743","3325","2011",,POINT(391908.65579999983 5010246.7542)
SRBRGI6100140,Нови Сад,Futak,,"6","6002","500000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80284","802883","18641","2011",,POINT(398498.5521 5010149.256999999)
SRBRGI6100141,Нови Сад,Káty,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80284","802786","11740","2011",,POINT(416833.9770999998 5016810.602399999)
SRBRGI6100142,Нови Сад,Budiszava,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80284","802751","3656","2011",,POINT(421052.3985000001 5014626.9298)
SRBRGI6100143,Нови Сад,Kabol,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80284","802808","5414","2011",,POINT(423131.9637000002 5008362.509)
SRBRGI6100144,Оџаци,Szilberek,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80306","802948","2819","2011",,POINT(365049.9960000003 5052792.293199999)
SRBRGI6100145,Оџаци,Szentfülöp,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80306","802956","2286","2011",,POINT(369002.3691999996 5046001.5583)
SRBRGI6100146,Оџаци,Gombos,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80306","802964","1744","2011",,POINT(353998.3499999996 5043552.4235)
SRBRGI6100147,Врбас,Torzsa,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80462","804819","2957","2011",,POINT(384621.32299999986 5040230.3727)
SRBRGI6100148,Нови Кнежевац,Szerbkeresztúr,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80276","802654","1321","2011",,POINT(430384.4506000001 5108342.1647)
SRBRGI6100149,Кањижа,Martonos,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80195","802042","1988","2011",,POINT(427221.7631999999 5107201.542199999)
SRBRGI6100150,Врбас,Kucora,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80462","804789","4348","2011",,POINT(389572.40479999967 5041459.702299999)
SRBRGI6100151,Врбас,Verbász,,"6","6002","500000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80462","804827","24112","2011",,POINT(393871.16970000044 5047401.3785)
SRBRGI6100152,Врбас,Ókér,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80462","804762","3926","2011",,POINT(397351.11170000024 5034250.765799999)
SRBRGI6100153,Врбас,Újsóvé,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80462","804797","3107","2011",,POINT(392244.4537000004 5033669.548599999)
SRBRGI6100154,Врбас,Kiskér,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80462","804754","3541","2011",,POINT(397601.8104999997 5039383.174900001)
SRBRGI6100155,Бач,Bácsújfalu,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80055","800295","2996","2011",,POINT(367068.8280999996 5029983.488700001)
SRBRGI6100156,Бач,Bács,,"6","6002","500000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80055","800236","5399","2011",,POINT(361562.9494000003 5027985.7612)
SRBRGI6100157,Бач,Vajszka,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80055","800279","2834","2011",,POINT(351533.1431999998 5030368.5164)
SRBRGI6100158,Бач,Bogyán,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80055","800252","952","2011",,POINT(351623.85309999995 5027754.7041)
SRBRGI6100159,Бач,Palona,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80055","800287","1152","2011",,POINT(353146.98929999955 5023478.114600001)
SRBRGI6100160,Бач,Bácsújlak,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80055","800244","1072","2011",,POINT(354244.45440000016 5017284.0383)
SRBRGI6100161,Оџаци,Karavukova,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80306","802999","4215","2011",,POINT(359168.3638000004 5039941.995200001)
SRBRGI6100162,Нова Црња,Szerbcsernye,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80250","802573","3685","2011",,POINT(476172.62959999964 5063425.1818)
SRBRGI6100163,Сечањ,Módos,,"6","6002","500000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80373","803766","2373","2011",,POINT(489007.6836000001 5032619.105)
SRBRGI6100164,Чока,Tiszaszentmiklós,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80489","804860","2324","2011",,POINT(435423.63879999984 5082144.290999999)
SRBRGI6100165,Чока,Hódegyháza,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80489","804851","742","2011",,POINT(439410.80819999985 5082470.1414)
SRBRGI6100166,Чока,Szanád,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80489","804886","1151","2011",,POINT(430800.1560000004 5091822.853800001)
SRBRGI6100167,Чока,Feketetó,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80489","804894","437","2011",,POINT(443876.88019999955 5091249.979900001)
SRBRGI6100168,Кањижа,Magyarkanizsa,,"6","6002","500000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80195","802018","9871","2011",,POINT(427140.85869999975 5101779.894099999)
SRBRGI6100169,Кањижа,Oromhegyes,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80195","802093","1724","2011",,POINT(421368.84130000044 5092145.3671)
SRBRGI6100170,Кањижа,Orom,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80195","802077","1423","2011",,POINT(409907.06290000025 5092338.647700001)
SRBRGI6100171,Кањижа,Völgyes,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80195","801992","390","2011",,POINT(412579.0209999997 5090021.293099999)
SRBRGI6100172,Кањижа,Újfalu,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80195","802069","157","2011",,POINT(412077.09700000007 5094623.6898)
SRBRGI6100173,Кањижа,Kishomok,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80195","802034","94","2011",,POINT(420712.6955000004 5103393.703500001)
SRBRGI6100174,Кањижа,Kispiac,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80195","802026","1811","2011",,POINT(416450.1506000003 5102541.126599999)
SRBRGI6100175,Кикинда,Basahid,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80209","802131","3123","2011",,POINT(454270.54870000016 5054302.3517)
SRBRGI6100176,Житиште,Torda,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80144","801453","1462","2011",,POINT(457723.91860000044 5048197.0209)
SRBRGI6100177,Суботица,Királyhalom,,"6","6003","250000",,,,"2","2",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","80438","804479","1922","2011",,POINT(411693.2698999997 5108420.5385)
SRBRGI6100178,Медвеђа,Byçmet i Eperm,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727342","96","2011",,POINT(547415.8646 4752779.3354)
SRBRGI6100179,Бујановац,Boroc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707651","166","2002",,POINT(561886.2803999996 4695605.9682)
SRBRGI6100180,Бујановац,Bozhinjevc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707643","376","2002",,POINT(562587.6397000002 4698096.353800001)
SRBRGI6100181,Бујановац,Breznicë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707678","1362","2002",,POINT(558788.1434000004 4709666.4575)
SRBRGI6100182,Бујановац,Bujanoc,,"6","6002","500000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707694","12011","2002",,POINT(563145.4929999998 4701242.0473)
SRBRGI6100183,Бујановац,Bushtran,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707708","80","2002",,POINT(576098.5938999997 4695233.2238)
SRBRGI6100184,Бујановац,Çarr,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","708259","296","2002",,POINT(561715.0762999998 4716268.4603)
SRBRGI6100185,Бујановац,Dobrosin,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707775","747","2002",,POINT(552273.0080000004 4699857.2042)
SRBRGI6100186,Бујановац,Novosellë e Posthme,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707783","120","2002",,POINT(564527.6583000002 4692132.385299999)
SRBRGI6100187,Бујановац,Gjergjec,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707805","0","2002",,POINT(564137.5158000002 4713375.986300001)
SRBRGI6100188,Бујановац,Drezhnicë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707791","86","2002",,POINT(572983.4249 4694822.117699999)
SRBRGI6100189,Бујановац,Gramadë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707767","19","2002",,POINT(557071.1656999998 4694605.5232)
SRBRGI6100190,Бујановац,Jablanicë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707848","109","2002",,POINT(575200.898 4687462.7371)
SRBRGI6100191,Бујановац,Baralec,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707619","316","2002",,POINT(573635.5689000003 4692226.804199999)
SRBRGI6100192,Бујановац,Bogdanoc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70351","707635","101","2002",,POINT(566036.2921000002 4695138.819599999)
SRBRGI6100193,Медвеђа,Gajtan i Epërm,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727369","55","2011",,POINT(539054.3476999998 4757967.948999999)
SRBRGI6100194,Медвеђа,Drancë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727431","117","2011",,POINT(541200.8629999999 4753286.2402)
SRBRGI6100195,Медвеђа,Lec,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727466","283","2011",,POINT(543666.9215000002 4750648.3991)
SRBRGI6100196,Медвеђа,Stubëll,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727709","91","2011",,POINT(540500.9030999998 4748313.738299999)
SRBRGI6100197,Медвеђа,Sponcë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727679","69","2011",,POINT(537912.2808999997 4744470.4483)
SRBRGI6100198,Медвеђа,Bogunoc,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727270","77","2011",,POINT(541688.3636999996 4736857.320499999)
SRBRGI6100199,Медвеђа,Boroci,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727288","47","2011",,POINT(547438.1940000001 4736494.881200001)
SRBRGI6100200,Медвеђа,Maja e Zezë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727733","86","2011",,POINT(550088.3613 4745677.1709)
SRBRGI6100201,Медвеђа,Çokotin,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727741","43","2011",,POINT(540615.8997 4739580.5896000005)
SRBRGI6100202,Медвеђа,Llapashitcë e Poshtme,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727407","29","2011",,POINT(552408.8844999997 4746213.6658)
SRBRGI6100203,Медвеђа,Gazdarë,,"6","6003","250000",,,,"5","5",Latn,"1","1",,"22",Републички геодетски завод,,,,"5","70815","727326","458","2011",,POINT(546668.6553999996 4748058.045299999)
