geoidentifikator,name_1,name_2,localtype,znacaj,matbro,matbrnas,brojstanovnika,godinapopisa,editdate,geometry
SRBRGI6000176,Стража,Straža,"6003","9","80128","801275","531","2011",2017/02/01 01:00:00+01,POINT(523659.94460000005 4980076.260299999)
SRBRGI6000177,Шушара,Šušara,"6003","7","80128","801291","333","2011",2017/02/01 01:00:00+01,POINT(509863.14389999956 4976409.9241)
SRBRGI6000178,Уљма,Uljma,"6003","9","80128","801283","3269","2011",2020/10/19 12:57:48+02,POINT(512337.9709000001 4987746.6994)
SRBRGI6000179,Гребенац,Grebenac,"6003","7","80098","800783","818","2011",2017/02/01 01:00:00+01,POINT(518675.0229000002 4972025.7585)
SRBRGI6000180,Јасеново,Jasenovo,"6003","7","80098","800813","1243","2011",2017/02/01 01:00:00+01,POINT(523546.0290999999 4975970.7915)
SRBRGI6000181,Кајтасово,Kajtasovo,"6003","5","80098","800821","262","2011",2017/02/01 01:00:00+01,POINT(520226.9118999997 4969247.0886)
SRBRGI6000182,Црвена Црква,Crvena Crkva,"6003","5","80098","800864","666","2011",2017/02/01 01:00:00+01,POINT(528744.3438999997 4972045.9025)
SRBRGI6000183,Банатска Суботица,Banatska Subotica,"6003","5","80098","800759","169","2011",2017/02/01 01:00:00+01,POINT(527209.358 4981212.699899999)
SRBRGI6000184,Чешко Село,Češko Selo,"6003","5","80098","800872","40","2011",2017/02/01 01:00:00+01,POINT(529282.9053999996 4977231.1204)
SRBRGI6000185,Дупљаја,Dupljaja,"6003","7","80098","800805","738","2011",2017/02/01 01:00:00+01,POINT(521783.67009999976 4974751.9659)
SRBRGI6000186,Орешац,Orešac,"6003","5","80128","801208","382","2011",2017/02/01 01:00:00+01,POINT(521687.92870000005 4978411.514599999)
SRBRGI6000187,Текија,Tekija,"6003","9","70572","716740","792","2011",2017/02/01 01:00:00+01,POINT(611615.1846000003 4948656.105)
SRBRGI6000188,Костол,Kostol,"6003","6","70572","716618","961","2011",2017/02/01 01:00:00+01,POINT(630778.9012000002 4941149.4745000005)
SRBRGI6000189,Мала Врбица,Mala Vrbica,"6003","7","70572","716642","782","2011",2017/02/01 01:00:00+01,POINT(633938.1827999996 4940072.906199999)
SRBRGI6000190,Велика Врбица,Velika Vrbica,"6003","7","70572","716545","792","2011",2020/10/20 09:53:29+02,POINT(636051.3789999997 4938392.6698)
SRBRGI6000191,Ртково,Rtkovo,"6003","7","70572","716731","827","2011",2017/02/01 01:00:00+01,POINT(638474.7624000004 4936161.9746)
SRBRGI6000192,Корбово,Korbovo,"6003","9","70572","716600","740","2011",2017/02/01 01:00:00+01,POINT(635690.6629999997 4931489.7105)
SRBRGI6000193,Вајуга,Vajuga,"6003","7","70572","716529","437","2011",2017/02/01 01:00:00+01,POINT(629842.9638 4934806.1009)
SRBRGI6000194,Милутиновац,Milutinovac,"6003","7","70572","716677","143","2011",2017/02/01 01:00:00+01,POINT(624964.7802999998 4934245.523600001)
SRBRGI6000195,Велесница,Velesnica,"6003","5","70572","716537","215","2011",2017/02/01 01:00:00+01,POINT(623428.7999999998 4930560.426999999)
SRBRGI6000196,Љубичевац,Ljubičevac,"6003","5","70572","716634","364","2011",2017/02/01 01:00:00+01,POINT(622191.9374000002 4927452.0944)
SRBRGI6000197,Грабовица,Grabovica,"6003","7","70572","716561","685","2011",2017/02/01 01:00:00+01,POINT(618452.8888999997 4927840.3386)
SRBRGI6000198,Адашевци,Adaševci,"6003","9","80497","804916","1919","2011",2017/02/01 01:00:00+01,POINT(360047.3616000004 4993592.941500001)
SRBRGI6000199,Бачинци,Bačinci,"6003","7","80497","804932","1180","2011",2017/02/01 01:00:00+01,POINT(366855.0473999996 4993454.9925)
SRBRGI6000200,Гибарац,Gibarac,"6003","7","80497","805009","989","2011",2017/02/01 01:00:00+01,POINT(363583.6701999996 4996167.7862)
SRBRGI6000201,Кукујевци,Kukujevci,"6003","7","80497","805041","1955","2011",2017/02/01 01:00:00+01,POINT(369497.51910000015 4992113.1379)
SRBRGI6000202,Привина Глава,Privina Glava,"6003","5","80497","805084","186","2011",2017/02/01 01:00:00+01,POINT(366060.2374 4999985.0692)
SRBRGI6000203,Ердевик,Erdevik,"6003","9","80497","805017","2736","2011",2017/02/01 01:00:00+01,POINT(374817.0285 4997142.2094)
SRBRGI6000204,Бочар,Bočar,"6003","7","80268","802590","1488","2011",2017/02/01 01:00:00+01,POINT(444096.77190000005 5068741.409)
SRBRGI6000205,Меленци,Melenci,"6003","9","80152","801623","5982","2011",2017/02/01 01:00:00+01,POINT(446633.41029999964 5040387.562899999)
SRBRGI6000206,Сусек,Susek,"6003","9","80101","800961","996","2011",2017/02/01 01:00:00+01,POINT(384959.3998999996 5008919.169199999)
SRBRGI6000207,Бегеч,Begeč,"6003","7","80284","802743","3325","2011",2017/02/01 01:00:00+01,POINT(391908.65579999983 5010246.7542)
SRBRGI6000208,Футог,Futog,"6002","9","80284","802883","18641","2011",2017/02/01 01:00:00+01,POINT(398498.5521 5010149.256999999)
SRBRGI6000209,Каћ,Kać,"6003","9","80284","802786","11740","2011",2017/02/01 01:00:00+01,POINT(416833.9770999998 5016810.602399999)
SRBRGI6000210,Будисава,Budisava,"6003","7","80284","802751","3656","2011",2017/02/01 01:00:00+01,POINT(421052.3985000001 5014626.9298)
SRBRGI6000211,Ковиљ,Kovilj,"6003","9","80284","802808","5414","2011",2017/02/01 01:00:00+01,POINT(423131.9637000002 5008362.509)
SRBRGI6000212,Илинци,Ilinci,"6003","7","80497","805025","804","2011",2017/02/01 01:00:00+01,POINT(352515.06900000013 4997267.0956999995)
SRBRGI6000213,Вашица,Vašica,"6003","7","80497","804983","1424","2011",2017/02/01 01:00:00+01,POINT(357264.4650999997 4995036.041999999)
SRBRGI6000214,Батровци,Batrovci,"6003","7","80497","804924","259","2011",2017/02/01 01:00:00+01,POINT(352930.0362 4990531.647)
SRBRGI6000215,Моровић,Morović,"6003","9","80497","805076","1774","2011",2017/02/01 01:00:00+01,POINT(359564.9707000004 4985339.5372)
SRBRGI6000216,Сремска Рача,Sremska Rača,"6003","9","80403","804274","624","2011",2017/02/01 01:00:00+01,POINT(364785.0996000003 4975408.237400001)
SRBRGI6000217,Црна Бара,Crna Bara,"6003","9","70289","705772","1924","2011",2017/02/01 01:00:00+01,POINT(373314.36000000034 4970475.457800001)
SRBRGI6000218,Прњавор,Prnjavor,"6003","9","71269","746495","3931","2011",2017/02/01 01:00:00+01,POINT(372331.21740000043 4950776.101399999)
SRBRGI6000219,Лешница,Lešnica,"6003","9","70734","725528","4276","2011",2017/02/01 01:00:00+01,POINT(366062.29389999993 4945785.9179)
SRBRGI6000220,Брза Паланка,Brza Palanka,"6002","9","70572","716502","860","2011",2017/02/01 01:00:00+01,POINT(615361.2878999999 4924972.179099999)
SRBRGI6000221,Башаид,Bašaid,"6003","9","80209","802131","3123","2011",2020/10/20 09:46:14+02,POINT(454401.7823000001 5054469.568700001)
SRBRGI6000222,Торда,Torda,"6003","9","80144","801453","1462","2011",2017/02/01 01:00:00+01,POINT(457723.91860000044 5048197.0209)
SRBRGI6000223,Бачки Виногради,Bački Vinogradi,"6003","7","80438","804479","1922","2011",2017/02/01 01:00:00+01,POINT(411693.2698999997 5108420.5385)
SRBRGI6000224,Чантавир,Čantavir,"6003","9","80438","804649","6591","2011",2017/02/01 01:00:00+01,POINT(404248.4603000004 5085950.0261)
SRBRGI6000225,Вишњевац,Višnjevac,"6003","6","80438","804509","543","2011",2017/02/01 01:00:00+01,POINT(402535.7301000003 5089278.0888)
SRBRGI6000226,Бела Река,Bela Reka,"6003","7","71269","746070","806","2011",2017/02/01 01:00:00+01,POINT(380626.9724000003 4945672.5933)
SRBRGI6000227,Богосавац,Bogosavac,"6003","6","71269","746088","1117","2011",2017/02/01 01:00:00+01,POINT(388713.9123999998 4952604.1965)
SRBRGI6000228,Заклопача,Zaklopača,"6003","6","70122","703761","2297","2011",2017/02/01 01:00:00+01,POINT(472746.26269999985 4947048.250700001)
SRBRGI6000229,Болеч,Boleč,"6003","6","70122","703672","6410","2011",2017/02/01 01:00:00+01,POINT(468655.5795999998 4952891.4822)
SRBRGI6000230,Пударци,Pudarci,"6003","7","70122","703800","1353","2011",2017/02/01 01:00:00+01,POINT(478142.0393000003 4939491.9542)
SRBRGI6000231,Степановићево,Stepanovićevo,"6003","7","80284","802875","2021","2011",2017/02/01 01:00:00+01,POINT(398224.95040000044 5029752.5702)
SRBRGI6000232,Шупљак,Šupljak,"6003","7","80438","804657","1115","2011",2017/02/01 01:00:00+01,POINT(409304.53890000004 5102049.426999999)
SRBRGI6000233,Нова Црња,Nova Crnja,"6003","9","80250","802557","1509","2011",2017/02/01 01:00:00+01,POINT(469224.5329999998 5057259.3179)
SRBRGI6000234,Банатска Топола,Banatska Topola,"6003","7","80209","802115","866","2011",2017/02/01 01:00:00+01,POINT(458220.82930000033 5057795.2607)
SRBRGI6000235,Руско Село,Rusko Selo,"6003","9","80209","802204","2813","2011",2017/02/01 01:00:00+01,POINT(467059.74260000046 5067262.193399999)
SRBRGI6000236,Мишићево,Mišićevo,"6003","7","80438","804576","377","2011",2017/02/01 01:00:00+01,POINT(383078.45639999956 5094575.726600001)
SRBRGI6000237,Мала Босна,Mala Bosna,"6003","7","80438","804568","1082","2011",2017/02/01 01:00:00+01,POINT(389462.8772999998 5099572.894300001)
SRBRGI6000238,Винча,Vinča,"6003","9","70122","703702","6779","2011",2017/02/01 01:00:00+01,POINT(469930.00260000024 4956611.748)
SRBRGI6000239,Бачко Душаново,Bačko Dušanovo,"6003","6","80438","804487","627","2011",2017/02/01 01:00:00+01,POINT(405710.16309999954 5084336.5559)
SRBRGI6000240,Биково,Bikovo,"6003","7","80438","804495","1487","2011",2017/02/01 01:00:00+01,POINT(403987.9935999997 5096793.9713)
SRBRGI6000241,Хоргош,Horgoš,"6003","9","80195","802107","5709","2011",2017/02/01 01:00:00+01,POINT(420120.8355999999 5111524.750700001)
SRBRGI6000242,Мајдан,Majdan,"6003","7","80276","802662","210","2011",2017/02/01 01:00:00+01,POINT(443220.33110000007 5104623.921700001)
SRBRGI6000243,Банатско Аранђелово,Banatsko Aranđelovo,"6003","9","80276","802638","1398","2011",2017/02/01 01:00:00+01,POINT(441452.3233000003 5101670.8741)
SRBRGI6000244,Кусић,Kusić,"6003","7","80098","800856","1164","2011",2017/02/01 01:00:00+01,POINT(537927.0955999997 4969384.7009)
SRBRGI6000245,Купузиште,Kupuzište,"6003","5","70572","716626","237","2011",2017/02/01 01:00:00+01,POINT(614966.8640000001 4921509.031199999)
SRBRGI6000246,Врачев Гај,Vračev Gaj,"6003","7","80098","800775","1348","2011",2017/02/01 01:00:00+01,POINT(529052.2346000001 4969584.384099999)
SRBRGI6000247,Изатовци,Izatovci,"6003","5","70505","714437","28","2011",2017/02/01 01:00:00+01,POINT(653191.9139 4775879.4255)
SRBRGI6000248,Бољев Дол,Boljev Dol,"6003","5","70505","714186","5","2011",2017/02/01 01:00:00+01,POINT(656357.3305000002 4775767.7783)
SRBRGI6000249,Куса Врана,Kusa Vrana,"6003","5","70505","714461","80","2011",2017/02/01 01:00:00+01,POINT(627468.3162000002 4759388.5474)
SRBRGI6000250,Трнски Одоровци,Trnski Odorovci,"6003","7","70505","714631","113","2011",2017/02/01 01:00:00+01,POINT(632717.1765999999 4755033.980900001)
SRBRGI6000251,Поганово,Poganovo,"6003","7","70505","714542","31","2011",2017/02/01 01:00:00+01,POINT(635891.9330000002 4758798.594699999)
SRBRGI6000252,Бански Дол,Banski Dol,"6003","5","70505","714194","7","2011",2017/02/01 01:00:00+01,POINT(636772.5866 4761790.797800001)
SRBRGI6000253,Планиница,Planinica,"6003","5","70505","714534","2","2011",2017/02/01 01:00:00+01,POINT(638082.1299999999 4762084.2826000005)
SRBRGI6000254,Гојин Дол,Gojin Dol,"6003","5","70505","714305","242","2011",2017/02/01 01:00:00+01,POINT(639581.4994000001 4764593.620100001)
SRBRGI6000255,Паскашија,Paskašija,"6003","5","70505","714500","6","2011",2017/02/01 01:00:00+01,POINT(642522.5258999998 4766944.455399999)
SRBRGI6000256,Петерлаш,Peterlaš,"6003","5","70505","714526","11","2011",2017/02/01 01:00:00+01,POINT(645698.7324999999 4769304.913699999)
SRBRGI6000257,Височки Одоровци,Visočki Odorovci,"6003","5","70505","714275","68","2011",2017/02/01 01:00:00+01,POINT(647751.2522 4773777.7075)
SRBRGI6000258,Шугрин,Šugrin,"6003","5","70939","732842","57","2011",2017/02/01 01:00:00+01,POINT(619380.3696999997 4799987.140000001)
SRBRGI6000259,Нови Завој,Novi Zavoj,"6003","7","70939","732486","1373","2011",2017/02/01 01:00:00+01,POINT(633663.2418 4792422.24)
SRBRGI6000260,Ђуринци,Đurinci,"6003","7","0","704989","973","2011",2019/10/14 14:25:06+02,POINT(470122.3624999998 4930051.762399999)
SRBRGI6000261,Белуће,Beluće,"6003","5","70173","704318","439","2011",2017/02/01 01:00:00+01,POINT(482453.27529999986 4927947.9024)
SRBRGI6000262,Бељевац,Beljevac,"6003","5","70173","704326","150","2011",2017/02/01 01:00:00+01,POINT(473301.4001000002 4911880.5626)
SRBRGI6000263,Велика Крсна,Velika Krsna,"6003","7","70173","704342","2693","2011",2020/10/21 10:10:32+02,POINT(484240.9473000001 4924904.4582)
SRBRGI6000264,Границе,Granice,"6003","6","70173","704377","1483","2011",2017/02/01 01:00:00+01,POINT(476871.7527999999 4920826.0042)
SRBRGI6000265,Дубона,Dubona,"6003","7","70173","704385","1009","2011",2020/10/21 10:09:06+02,POINT(479458.9994000001 4930219.715399999)
SRBRGI6000266,Јагњило,Jagnjilo,"6003","7","70173","704393","1931","2011",2017/02/01 01:00:00+01,POINT(478396.0190000003 4913614.010399999)
SRBRGI6000267,Ковачевац,Kovačevac,"6003","7","70173","704407","4208","2011",2017/02/01 01:00:00+01,POINT(478958.26669999957 4920632.0381000005)
SRBRGI6000268,Драговац,Dragovac,"6003","7","70947","732931","834","2011",2017/02/01 01:00:00+01,POINT(508164.00370000023 4940396.5207)
SRBRGI6000269,Пожаревац,Požarevac,"6001","9","70947","733083","44183","2011",2017/02/01 01:00:00+01,POINT(514638.6712999996 4940887.349400001)
SRBRGI6000270,Кленовник,Klenovnik,"6003","7","71340","732982","1021","2011",2017/02/01 01:00:00+01,POINT(514523.0245000003 4948851.457599999)
SRBRGI6000271,Петка,Petka,"6003","7","71340","733075","1173","2011",2017/02/01 01:00:00+01,POINT(511952.54360000044 4948521.3818)
SRBRGI6000272,Александровац,Aleksandrovac,"6003","5","70840","728551","459","2011",2017/02/01 01:00:00+01,POINT(626455.7822000002 4882311.455399999)
SRBRGI6000273,Црномасница,Crnomasnica,"6003","5","70840","728853","199","2011",2017/02/01 01:00:00+01,POINT(623862.6558999997 4880418.4388)
SRBRGI6000274,Браћевац,Braćevac,"6003","5","70840","728454","335","2011",2017/02/01 01:00:00+01,POINT(620388.8664999995 4880657.7652)
SRBRGI6000275,Ћурковица,Ćurkovica,"6003","5","71137","741469","206","2011",2017/02/01 01:00:00+01,POINT(598967.1416999996 4727292.561899999)
SRBRGI6000276,Димитровград,Dimitrovgrad,"6002","9","70505","714364","6278","2011",2017/02/01 01:00:00+01,POINT(644728.6353000002 4764004.5075)
SRBRGI6000277,Белеш,Beleš,"6003","5","70505","746657","773","2011",2017/02/01 01:00:00+01,POINT(642804.1937999995 4763452.946599999)
SRBRGI6000278,Жељуша,Željuša,"6003","6","70505","714429","1311","2011",2017/02/01 01:00:00+01,POINT(641194.1233000001 4763999.836200001)
SRBRGI6000279,Радејна,Radejna,"6003","5","70505","714585","84","2011",2017/02/01 01:00:00+01,POINT(649190.5131000001 4767900.1908)
SRBRGI6000280,Влковија,Vlkovija,"6003","5","70505","714283","19","2011",2017/02/01 01:00:00+01,POINT(655994.5739000002 4772383.976299999)
SRBRGI6000281,Мазгош,Mazgoš,"6003","7","70505","714488","30","2011",2017/02/01 01:00:00+01,POINT(655083.3046000004 4770033.277799999)
SRBRGI6000282,Бребевница,Brebevnica,"6003","5","70505","714259","25","2011",2017/02/01 01:00:00+01,POINT(654224.1113999998 4768027.2556)
SRBRGI6000283,Пругово,Prugovo,"6003","5","70947","733105","668","2011",2017/02/01 01:00:00+01,POINT(515271.10250000004 4934411.4406)
SRBRGI6000284,Рујевица,Rujevica,"6003","5","71129","740942","193","2011",2017/02/01 01:00:00+01,POINT(560794.4267999995 4838728.121300001)
SRBRGI6000285,Блендија,Blendija,"6003","5","71129","740764","282","2011",2017/02/01 01:00:00+01,POINT(574160.9824000001 4833617.978499999)
SRBRGI6000286,Врмџа,Vrmdža,"6003","7","71129","740802","497","2011",2017/02/01 01:00:00+01,POINT(566129.1118999999 4840520.691)
SRBRGI6000287,Јошаница,Jošanica,"6003","7","71129","740853","686","2011",2017/02/01 01:00:00+01,POINT(562280.0142000001 4841873.433499999)
SRBRGI6000288,Мужинац,Mužinac,"6003","5","71129","740888","348","2011",2017/02/01 01:00:00+01,POINT(568827.3230999997 4839962.231000001)
SRBRGI6000289,Бачки Брег,Bački Breg,"6003","9","80381","803863","1140","2011",2017/02/01 01:00:00+01,POINT(339735.4389000004 5087161.951300001)
SRBRGI6000290,Станишић,Stanišić,"6003","9","80381","803987","3987","2011",2017/02/01 01:00:00+01,POINT(357694.60419999994 5088766.3792)
SRBRGI6000291,Козјак,Kozjak,"6003","7","70734","725498","996","2011",2017/02/01 01:00:00+01,POINT(363748.1930999998 4938470.2543)
SRBRGI6000292,Крајишници,Krajišnici,"6003","5","70734","725510","982","2011",2017/02/01 01:00:00+01,POINT(357898.8607000001 4931396.523)
SRBRGI6000293,Плоча,Ploča,"6003","5","70734","725617","937","2011",2017/02/01 01:00:00+01,POINT(360301.7095999997 4931311.274599999)
SRBRGI6000294,Рибарице,Ribarice,"6003","5","70734","725633","337","2011",2017/02/01 01:00:00+01,POINT(377801.1783999996 4934034.1906)
SRBRGI6000295,Руњани,Runjani,"6003","6","70734","725641","2487","2011",2017/02/01 01:00:00+01,POINT(362679.04959999956 4933952.2941)
SRBRGI6000296,Симино Брдо,Simino Brdo,"6003","5","70734","725650","223","2011",2017/02/01 01:00:00+01,POINT(375574.5959999999 4929550.3061)
SRBRGI6000297,Слатина,Slatina,"6003","5","70734","725668","151","2011",2017/02/01 01:00:00+01,POINT(369430.7407999998 4927982.038699999)
SRBRGI6000298,Стража,Straža,"6003","5","70734","725676","896","2011",2017/02/01 01:00:00+01,POINT(364531.8671000004 4943284.9242)
SRBRGI6000299,Бјелуша,Bjeluša,"6003","5","70041","701637","452","2011",2017/02/01 01:00:00+01,POINT(420564.58999999985 4829509.669)
SRBRGI6000300,Бреково,Brekovo,"6003","7","70041","701653","504","2011",2017/02/01 01:00:00+01,POINT(420710.23890000023 4832412.047900001)
SRBRGI6000301,Вирово,Virovo,"6003","5","70041","701670","550","2011",2017/02/01 01:00:00+01,POINT(430769.69010000024 4847084.6501)
SRBRGI6000302,Висока,Visoka,"6003","7","70041","701688","357","2011",2017/02/01 01:00:00+01,POINT(413689.7559000002 4830989.4618)
SRBRGI6000303,Топоница,Toponica,"6003","7","70599","717134","335","2011",2017/02/01 01:00:00+01,POINT(473998.57880000025 4868625.005000001)
SRBRGI6000304,Бечевица,Bečevica,"6003","5","70599","716782","274","2011",2017/02/01 01:00:00+01,POINT(471380.34410000034 4870455.003900001)
SRBRGI6000305,Брестовац,Brestovac,"6003","5","70599","716812","182","2011",2017/02/01 01:00:00+01,POINT(469952.63239999954 4872038.406199999)
SRBRGI6000306,Радмиловић,Radmilović,"6003","5","70599","717100","230","2011",2017/02/01 01:00:00+01,POINT(471048.27770000044 4865688.445900001)
SRBRGI6000307,Жуње,Žunje,"6003","5","70599","716944","220","2011",2017/02/01 01:00:00+01,POINT(475008.89269999973 4860975.7761)
